video,view,frame,timestamp_ms,fps,frame_width,frame_height,landmark_id,landmark_name,x,y,z,visibility,presence
side_person9.mp4,side,0,0,29.997532670472992,848,478,0,nose,0.4878016412258148,0.28650152683258057,-0.06916191428899765,0.9963705539703369,0.9956637024879456
side_person9.mp4,side,0,0,29.997532670472992,848,478,1,left_eye_inner,0.4948553442955017,0.27292540669441223,-0.08561334758996964,0.996894359588623,0.9967189431190491
side_person9.mp4,side,0,0,29.997532670472992,848,478,2,left_eye,0.4966270625591278,0.27308180928230286,-0.08565722405910492,0.9968225955963135,0.996916651725769
side_person9.mp4,side,0,0,29.997532670472992,848,478,3,left_eye_outer,0.4985833764076233,0.2733764052391052,-0.08564727008342743,0.9975395202636719,0.9970002770423889
side_person9.mp4,side,0,0,29.997532670472992,848,478,4,right_eye_inner,0.4934323728084564,0.27202266454696655,-0.0561353974044323,0.9953240752220154,0.996417760848999
side_person9.mp4,side,0,0,29.997532670472992,848,478,5,right_eye,0.49417680501937866,0.2715029716491699,-0.056129831820726395,0.9938257932662964,0.996401309967041
side_person9.mp4,side,0,0,29.997532670472992,848,478,6,right_eye_outer,0.4950999617576599,0.2709573209285736,-0.05614011362195015,0.9952314496040344,0.9962363839149475
side_person9.mp4,side,0,0,29.997532670472992,848,478,7,left_ear,0.5110509991645813,0.2820826470851898,-0.12254074215888977,0.9950429201126099,0.9969308972358704
side_person9.mp4,side,0,0,29.997532670472992,848,478,8,right_ear,0.5075793862342834,0.2783629894256592,0.009233265183866024,0.9872902035713196,0.9953368306159973
side_person9.mp4,side,0,0,29.997532670472992,848,478,9,mouth_left,0.4916042685508728,0.30139920115470886,-0.08080736547708511,0.9954158067703247,0.9967971444129944
side_person9.mp4,side,0,0,29.997532670472992,848,478,10,mouth_right,0.48977282643318176,0.30039745569229126,-0.0425749309360981,0.9924472570419312,0.9961956739425659
side_person9.mp4,side,0,0,29.997532670472992,848,478,11,left_shoulder,0.5174701809883118,0.36324599385261536,-0.19851553440093994,0.9991484880447388,0.9976050853729248
side_person9.mp4,side,0,0,29.997532670472992,848,478,12,right_shoulder,0.502906322479248,0.3624711036682129,0.101923368871212,0.9891195297241211,0.992432713508606
side_person9.mp4,side,0,0,29.997532670472992,848,478,13,left_elbow,0.4459804594516754,0.3743686378002167,-0.2574794292449951,0.9902280569076538,0.997595489025116
side_person9.mp4,side,0,0,29.997532670472992,848,478,14,right_elbow,0.44697824120521545,0.3736535906791687,0.150253027677536,0.18389590084552765,0.9974918365478516
side_person9.mp4,side,0,0,29.997532670472992,848,478,15,left_wrist,0.3828597068786621,0.3670903146266937,-0.24573484063148499,0.958554208278656,0.9976339340209961
side_person9.mp4,side,0,0,29.997532670472992,848,478,16,right_wrist,0.386962354183197,0.3672444820404053,0.08047476410865784,0.29572033882141113,0.9971488118171692
side_person9.mp4,side,0,0,29.997532670472992,848,478,17,left_pinky,0.36616986989974976,0.37556713819503784,-0.28333497047424316,0.9284468293190002,0.997104823589325
side_person9.mp4,side,0,0,29.997532670472992,848,478,18,right_pinky,0.37586143612861633,0.36643368005752563,0.07572673261165619,0.28960728645324707,0.9969803690910339
side_person9.mp4,side,0,0,29.997532670472992,848,478,19,left_index,0.3632371425628662,0.3705351948738098,-0.267863929271698,0.9255638122558594,0.9969180822372437
side_person9.mp4,side,0,0,29.997532670472992,848,478,20,right_index,0.37385326623916626,0.36581793427467346,0.04436333104968071,0.3011082410812378,0.9960334897041321
side_person9.mp4,side,0,0,29.997532670472992,848,478,21,left_thumb,0.3695651590824127,0.3692781329154968,-0.23964746296405792,0.8805032968521118,0.9970839619636536
