video,view,frame,timestamp_ms,fps,frame_width,frame_height,landmark_id,landmark_name,x,y,z,visibility,presence
person_19.mp4,front,0,0,59.94422845976918,848,478,0,nose,0.5428821444511414,0.19235289096832275,-0.22546176612377167,0.999993085861206,0.9999175071716309
person_19.mp4,front,0,0,59.94422845976918,848,478,1,left_eye_inner,0.5483033657073975,0.17479068040847778,-0.20907123386859894,0.999994158744812,0.9998289346694946
person_19.mp4,front,0,0,59.94422845976918,848,478,2,left_eye,0.5511760115623474,0.17509815096855164,-0.20906999707221985,0.9999916553497314,0.9998470544815063
person_19.mp4,front,0,0,59.94422845976918,848,478,3,left_eye_outer,0.5546286106109619,0.17574003338813782,-0.20906491577625275,0.9999927282333374,0.999840497970581
person_19.mp4,front,0,0,59.94422845976918,848,478,4,right_eye_inner,0.5371581315994263,0.17523112893104553,-0.2111538201570511,0.9999911785125732,0.9998099207878113
person_19.mp4,front,0,0,59.94422845976918,848,478,5,right_eye,0.5333958268165588,0.17566758394241333,-0.21110962331295013,0.999988317489624,0.9998001456260681
person_19.mp4,front,0,0,59.94422845976918,848,478,6,right_eye_outer,0.5295965075492859,0.17626893520355225,-0.21105100214481354,0.9999889135360718,0.9997833371162415
person_19.mp4,front,0,0,59.94422845976918,848,478,7,left_ear,0.5580811500549316,0.1834317147731781,-0.10079453140497208,0.9999891519546509,0.999891996383667
person_19.mp4,front,0,0,59.94422845976918,848,478,8,right_ear,0.5229361653327942,0.18335801362991333,-0.1103425845503807,0.999985933303833,0.9998278617858887
person_19.mp4,front,0,0,59.94422845976918,848,478,9,mouth_left,0.549209475517273,0.2112908661365509,-0.18486180901527405,0.9999946355819702,0.9999423027038574
person_19.mp4,front,0,0,59.94422845976918,848,478,10,mouth_right,0.5364664793014526,0.2096908688545227,-0.1876874566078186,0.9999938011169434,0.9999287128448486
person_19.mp4,front,0,0,59.94422845976918,848,478,11,left_shoulder,0.5765233039855957,0.2742350101470947,-0.08670543879270554,0.9996771812438965,0.9996856451034546
person_19.mp4,front,0,0,59.94422845976918,848,478,12,right_shoulder,0.5026183128356934,0.26942065358161926,-0.1092754453420639,0.99951171875,0.9992719292640686
person_19.mp4,front,0,0,59.94422845976918,848,478,13,left_elbow,0.5998068451881409,0.3027162253856659,-0.3591713309288025,0.9441251754760742,0.9984820485115051
person_19.mp4,front,0,0,59.94422845976918,848,478,14,right_elbow,0.48677802085876465,0.288860559463501,-0.37160876393318176,0.9731687903404236,0.9989877343177795
person_19.mp4,front,0,0,59.94422845976918,848,478,15,left_wrist,0.60844886302948,0.234514057636261,-0.624932050704956,0.9700502157211304,0.9995026588439941
person_19.mp4,front,0,0,59.94422845976918,848,478,16,right_wrist,0.48813140392303467,0.21963129937648773,-0.6215157508850098,0.9699707627296448,0.9994654059410095
person_19.mp4,front,0,0,59.94422845976918,848,478,17,left_pinky,0.6125991344451904,0.21559175848960876,-0.6808103919029236,0.9584251046180725,0.999406099319458
person_19.mp4,front,0,0,59.94422845976918,848,478,18,right_pinky,0.4885656237602234,0.2012631595134735,-0.6746495366096497,0.9526568055152893,0.9991915822029114
person_19.mp4,front,0,0,59.94422845976918,848,478,19,left_index,0.6080831289291382,0.20991960167884827,-0.6713305115699768,0.9561501145362854,0.9993970394134521
person_19.mp4,front,0,0,59.94422845976918,848,478,20,right_index,0.49374184012413025,0.19827109575271606,-0.6663063764572144,0.9493889212608337,0.9991499185562134
person_19.mp4,front,0,0,59.94422845976918,848,478,21,left_thumb,0.604487419128418,0.21638309955596924,-0.6307193040847778,0.9445439577102661,0.9995019435882568
person_19.mp4,front,0,0,59.94422845976918,848,478,22,right_thumb,0.49536389112472534,0.20600542426109314,-0.6276912093162537,0.9376755952835083,0.999344527721405
person_19.mp4,front,0,0,59.94422845976918,848,478,23,left_hip,0.5602142810821533,0.5294509530067444,0.0020851583685725927,0.999900221824646,0.9999819993972778
person_19.mp4,front,0,0,59.94422845976918,848,478,24,right_hip,0.5113390684127808,0.5291311740875244,-0.0022580535151064396,0.9998487234115601,0.9999514818191528
person_19.mp4,front,0,0,59.94422845976918,848,478,25,left_knee,0.5589472651481628,0.6901155114173889,0.03427073732018471,0.9959163069725037,0.9999644756317139
person_19.mp4,front,0,0,59.94422845976918,848,478,26,right_knee,0.5033460855484009,0.688460111618042,0.04898073151707649,0.9966408014297485,0.9999043941497803
person_19.mp4,front,0,0,59.94422845976918,848,478,27,left_ankle,0.5575860142707825,0.8350073099136353,0.18354330956935883,0.9939736723899841,0.9998534917831421
person_19.mp4,front,0,0,59.94422845976918,848,478,28,right_ankle,0.5009157061576843,0.8288083076477051,0.22150377929210663,0.9928268194198608,0.9997528195381165
person_19.mp4,front,0,0,59.94422845976918,848,478,29,left_heel,0.5521518588066101,0.8468824625015259,0.1918809711933136,0.9282156825065613,0.9997122883796692
person_19.mp4,front,0,0,59.94422845976918,848,478,30,right_heel,0.5058192610740662,0.8429046869277954,0.23332653939723969,0.8861179947853088,0.999619722366333
person_19.mp4,front,0,0,59.94422845976918,848,478,31,left_foot_index,0.5642008781433105,0.8972700834274292,0.0837363749742508,0.9908620119094849,0.9986007809638977
person_19.mp4,front,0,0,59.94422845976918,848,478,32,right_foot_index,0.4917394518852234,0.8877151608467102,0.13114763796329498,0.9891344308853149,0.9986122846603394
person_19.mp4,front,1,17,59.94422845976918,848,478,0,nose,0.5425612926483154,0.19072136282920837,-0.21536457538604736,0.9999930262565613,0.9999239444732666
person_19.mp4,front,1,17,59.94422845976918,848,478,1,left_eye_inner,0.548132061958313,0.1737389862537384,-0.19983917474746704,0.9999940395355225,0.9998487234115601
person_19.mp4,front,1,17,59.94422845976918,848,478,2,left_eye,0.5511027574539185,0.17402157187461853,-0.19984571635723114,0.9999915361404419,0.999866247177124
